page_number,segment_count,has_items,item_ids,standards,years,question_numbers
51,1,yes,g6_elar_6.6D_2017_q14,6.6(D),2017,14
52,1,yes,g6_elar_6.7C_2017_q13,6.7(C),2017,13
53,1,yes,g6_elar_6.9D_2017_q15,6.9(D),2017,15
54,0,no,,,,
55,0,no,,,,
56,1,yes,g6_elar_6.5E_2017_q20,6.5(E),2017,20
57,1,yes,g6_elar_6.5E_2017_q21,6.5(E),2017,21
58,1,yes,g6_elar_6.5E_2017_q22,6.5(E),2017,22
59,1,yes,g6_elar_6.5E_2017_q23,6.5(E),2017,23
60,0,no,,,,
61,1,yes,g6_elar_6.2C_2017_q17,6.2(C),2017,17
62,1,yes,g6_elar_6.5F_2017_q16,6.5(F),2017,16
63,1,yes,g6_elar_6.5F_2017_q19,6.5(F),2017,19
64,1,yes,g6_elar_6.9E_2017_q18,6.9(E),2017,18
65,0,no,,,,
66,1,yes,g6_elar_6.5F_2016_q43,6.5(F),2016,43
67,1,yes,g6_elar_6.5F_2016_q45,6.5(F),2016,45
68,1,yes,g6_elar_6.5F_2016_q47,6.5(F),2016,47
69,1,yes,g6_elar_6.5F_2016_q48,6.5(F),2016,48
70,1,yes,g6_elar_6.6D_2016_q44,6.6(D),2016,44
71,1,yes,g6_elar_6.7C_2016_q40,6.7(C),2016,40
72,1,yes,g6_elar_6.7C_2016_q42,6.7(C),2016,42
73,1,yes,g6_elar_6.9D_2016_q41,6.9(D),2016,41
74,1,yes,g6_elar_6.9E_2016_q46,6.9(E),2016,46
75,0,no,,,,
76,1,yes,g6_elar_6.2A_2015_q15,6.2(A),2015,15
77,1,yes,g6_elar_6.5F_2015_q13,6.5(F),2015,13
78,1,yes,g6_elar_6.5F_2015_q19,6.5(F),2015,19
79,1,yes,g6_elar_6.5F_2015_q20,6.5(F),2015,20
80,1,yes,g6_elar_6.6D_2015_q17,6.6(D),2015,17
81,1,yes,g6_elar_6.7C_2015_q12,6.7(C),2015,12
82,1,yes,g6_elar_6.7C_2015_q14,6.7(C),2015,14
83,1,yes,g6_elar_6.7C_2015_q16,6.7(C),2015,16
84,1,yes,g6_elar_6.9E_2015_q18,6.9(E),2015,18
85,0,no,,,,
86,1,yes,g6_elar_6.2C_2014_q4,6.2(C),2014,4
87,1,yes,g6_elar_6.5F_2014_q1,6.5(F),2014,1
88,1,yes,g6_elar_6.5F_2014_q3,6.5(F),2014,3
89,1,yes,g6_elar_6.5F_2014_q5,6.5(F),2014,5
90,1,yes,g6_elar_6.5F_2014_q7,6.5(F),2014,7
91,1,yes,g6_elar_6.5F_2014_q10,6.5(F),2014,10
92,1,yes,g6_elar_6.7C_2014_q2,6.7(C),2014,2
93,1,yes,g6_elar_6.7C_2014_q6,6.7(C),2014,6
94,1,yes,g6_elar_6.7C_2014_q9,6.7(C),2014,9
95,1,yes,g6_elar_6.9D_2014_q8,6.9(D),2014,8
96,0,no,,,,
97,1,yes,g6_elar_6.2B_2013_q10,6.2(B),2013,10
98,1,yes,g6_elar_6.5F_2013_q8,6.5(F),2013,8
99,1,yes,g6_elar_6.5F_2013_q13,6.5(F),2013,13
100,1,yes,g6_elar_6.5F_2013_q14,6.5(F),2013,14
101,1,yes,g6_elar_6.5F_2013_q17,6.5(F),2013,17
102,2,yes,g6_elar_6.6D_2013_q16; g6_elar_6.7A_2013_q9,6.6(D); 6.7(A),2013; 2013,16; 9
103,1,yes,g6_elar_6.7C_2013_q11,6.7(C),2013,11
104,1,yes,g6_elar_6.7C_2013_q15,6.7(C),2013,15
105,1,yes,g6_elar_6.9E_2013_q12,6.9(E),2013,12
106,0,no,,,,
107,0,no,,,,
108,0,no,,,,
109,2,yes,g6_elar_6.8D_2025_q9; g6_elar_6.9B_2025_q10,6.8(D); 6.9(B),2025; 2025,9; 10
110,1,yes,g6_elar_6.9D_2025_q11,6.9(D),2025,11
111,0,no,,,,
112,0,no,,,,
113,2,yes,g6_elar_6.5E_2025_q17; g6_elar_6.5E_2025_q18,6.5(E); 6.5(E),2025; 2025,17; 18
114,1,yes,g6_elar_6.5E_2025_q19,6.5(E),2025,19
115,1,yes,g6_elar_6.5E_2025_q20,6.5(E),2025,20
116,0,no,,,,
117,2,yes,g6_elar_6.2B_2025_q27; g6_elar_6.5E_2025_q25,6.2(B); 6.5(E),2025; 2025,27; 25
118,1,yes,g6_elar_6.5H_2025_q21,6.5(H),2025,21
119,2,yes,g6_elar_6.6C_2025_q26; g6_elar_6.6D_2025_q24,6.6(C); 6.6(D),2025; 2025,26; 24
120,1,yes,g6_elar_6.8D_2025_q23,6.8(D),2025,23
121,1,yes,g6_elar_6.8D_2025_q22,6.8(D),2025,22
122,1,yes,g6_elar_6.11D_2025_q28,6.11(D),2025,28
123,0,no,,,,
124,2,yes,g6_elar_6.2C_2024_q6; g6_elar_6.5F_2024_q3,6.2(C); 6.5(F),2024; 2024,6; 3
125,1,yes,g6_elar_6.5G_2024_q4,6.5(G),2024,4
126,2,yes,g6_elar_6.8D_2024_q1; g6_elar_6.8D_2024_q2,6.8(D); 6.8(D),2024; 2024,1; 2
127,1,yes,g6_elar_6.9B_2024_q7,6.9(B),2024,7
128,1,yes,g6_elar_6.9D_2024_q5,6.9(D),2024,5
129,1,yes,g6_elar_6.9F_2024_q8,6.9(F),2024,8
130,0,no,,,,
131,1,yes,g6_elar_6.2C_2023_q10,6.2(C),2023,10
132,1,yes,g6_elar_6.8D_2023_q9,6.8(D),2023,9
133,1,yes,g6_elar_6.8D_2023_q11,6.8(D),2023,11
134,0,no,,,,
135,0,no,,,,
136,1,yes,g6_elar_6.5E_2023_q15,6.5(E),2023,15
137,2,yes,g6_elar_6.5E_2023_q16; g6_elar_6.5E_2023_q17,6.5(E); 6.5(E),2023; 2023,16; 17
138,1,yes,g6_elar_6.5E_2023_q18,6.5(E),2023,18
139,0,no,,,,
140,1,yes,g6_elar_6.2A_2023_q22,6.2(A),2023,22
141,2,yes,g6_elar_6.5F_2023_q24; g6_elar_6.5G_2023_q20,6.5(F); 6.5(G),2023; 2023,24; 20
142,1,yes,g6_elar_6.5H_2023_q19,6.5(H),2023,19
143,1,yes,g6_elar_6.6C_2023_q26,6.6(C),2023,26
144,1,yes,g6_elar_6.6D_2023_q23,6.6(D),2023,23
145,2,yes,g6_elar_6.9B_2023_q21; g6_elar_6.9C_2023_q25,6.9(B); 6.9(C),2023; 2023,21; 25
146,1,yes,g6_elar_6.11B_2023_q27,6.11(B),2023,27
147,0,no,,,,
148,2,yes,g6_elar_6.5F_2022_q1; g6_elar_6.5G_2022_q4,6.5(F); 6.5(G),2022; 2022,1; 4
149,2,yes,g6_elar_6.5H_2022_q3; g6_elar_6.6C_2022_q9,6.5(H); 6.6(C),2022; 2022,3; 9
150,2,yes,g6_elar_6.8D_2022_q2; g6_elar_6.8D_2022_q6,6.8(D); 6.8(D),2022; 2022,2; 6
151,1,yes,g6_elar_6.9B_2022_q7,6.9(B),2022,7
152,1,yes,g6_elar_6.9C_2022_q8,6.9(C),2022,8
153,1,yes,g6_elar_6.9F_2022_q5,6.9(F),2022,5
154,0,no,,,,
155,2,yes,g6_elar_6.2B_2022_q18; g6_elar_6.5H_2022_q17,6.2(B); 6.5(H),2022; 2022,18; 17
156,1,yes,g6_elar_6.8D_2022_q20,6.8(D),2022,20
157,1,yes,g6_elar_6.9C_2022_q19,6.9(C),2022,19
158,0,no,,,,
159,2,yes,g6_elar_6.2C_2022_q24; g6_elar_6.5G_2022_q23,6.2(C); 6.5(G),2022; 2022,24; 23
160,2,yes,g6_elar_6.6C_2022_q21; g6_elar_6.9A_2022_q22,6.6(C); 6.9(A),2022; 2022,21; 22
161,0,no,,,,
162,0,no,,,,
163,2,yes,g6_elar_6.5E_2022_q25; g6_elar_6.5E_2022_q26,6.5(E); 6.5(E),2022; 2022,25; 26
164,2,yes,g6_elar_6.5E_2022_q27; g6_elar_6.5E_2022_q28,6.5(E); 6.5(E),2022; 2022,27; 28
165,0,no,,,,
166,2,yes,g6_elar_6.5F_2021_q15; g6_elar_6.6C_2021_q16,6.5(F); 6.6(C),2021; 2021,15; 16
167,2,yes,g6_elar_6.6C_2021_q18; g6_elar_6.8D_2021_q14,6.6(C); 6.8(D),2021; 2021,18; 14
168,1,yes,g6_elar_6.9A_2021_q17,6.9(A),2021,17
169,0,no,,,,
170,2,yes,g6_elar_6.2C_2021_q21; g6_elar_6.5F_2021_q19,6.2(C); 6.5(F),2021; 2021,21; 19
171,2,yes,g6_elar_6.5F_2021_q22; g6_elar_6.6C_2021_q23,6.5(F); 6.6(C),2021; 2021,22; 23
172,1,yes,g6_elar_6.9A_2021_q20,6.9(A),2021,20
173,0,no,,,,
174,0,no,,,,
175,2,yes,g6_elar_6.5E_2021_q24; g6_elar_6.5E_2021_q25,6.5(E); 6.5(E),2021; 2021,24; 25
176,2,yes,g6_elar_6.5E_2021_q26; g6_elar_6.5E_2021_q27,6.5(E); 6.5(E),2021; 2021,26; 27
177,0,no,,,,
178,2,yes,g6_elar_6.2C_2021_q29; g6_elar_6.5F_2021_q32,6.2(C); 6.5(F),2021; 2021,29; 32
179,2,yes,g6_elar_6.5H_2021_q31; g6_elar_6.6D_2021_q34,6.5(H); 6.6(D),2021; 2021,31; 34
180,2,yes,g6_elar_6.8D_2021_q28; g6_elar_6.8D_2021_q33,6.8(D); 6.8(D),2021; 2021,28; 33
181,1,yes,g6_elar_6.9A_2021_q30,6.9(A),2021,30
182,0,no,,,,
183,1,yes,g6_elar_6.2C_2019_q9,6.2(C),2019,9
184,1,yes,g6_elar_6.5H_2019_q12,6.5(H),2019,12
185,1,yes,g6_elar_6.5F_2019_q8,6.5(F),2019,8
186,1,yes,g6_elar_6.5F_2019_q10,6.5(F),2019,10
187,1,yes,g6_elar_6.5F_2019_q11,6.5(F),2019,11
188,1,yes,g6_elar_6.5F_2019_q13,6.5(F),2019,13
189,0,no,,,,
190,1,yes,g6_elar_6.5H_2019_q35,6.5(H),2019,35
191,1,yes,g6_elar_6.5F_2019_q36,6.5(F),2019,36
192,1,yes,g6_elar_6.5F_2019_q38,6.5(F),2019,38
193,1,yes,g6_elar_6.8D_2019_q39,6.8(D),2019,39
194,1,yes,g6_elar_6.8D_2019_q40,6.8(D),2019,40
195,1,yes,g6_elar_6.9C_2019_q37,6.9(C),2019,37
196,0,no,,,,
197,1,yes,g6_elar_6.2B_2019_q17,6.2(B),2019,17
198,1,yes,g6_elar_6.5F_2019_q15,6.5(F),2019,15
199,1,yes,g6_elar_6.5F_2019_q16,6.5(F),2019,16
200,1,yes,g6_elar_6.8D_2019_q14,6.8(D),2019,14
201,1,yes,g6_elar_6.8D_2019_q18,6.8(D),2019,18
202,0,no,,,,
203,0,no,,,,
204,1,yes,g6_elar_6.5E_2019_q25,6.5(E),2019,25
205,1,yes,g6_elar_6.5E_2019_q26,6.5(E),2019,26
206,1,yes,g6_elar_6.5E_2019_q27,6.5(E),2019,27
207,1,yes,g6_elar_6.5E_2019_q28,6.5(E),2019,28
208,0,no,,,,
209,1,yes,g6_elar_6.2A_2018_q34,6.2(A),2018,34
210,1,yes,g6_elar_6.5H_2018_q39,6.5(H),2018,39
211,1,yes,g6_elar_6.5F_2018_q38,6.5(F),2018,38
212,1,yes,g6_elar_6.5F_2018_q40,6.5(F),2018,40
213,1,yes,g6_elar_6.8D_2018_q37,6.8(D),2018,37
214,1,yes,g6_elar_6.8D_2018_q36,6.8(D),2018,36
215,1,yes,g6_elar_6.9C_2018_q35,6.9(C),2018,35
216,0,no,,,,
217,1,yes,g6_elar_6.2B_2018_q14,6.2(B),2018,14
218,1,yes,g6_elar_6.5F_2018_q16,6.5(F),2018,16
219,1,yes,g6_elar_6.5F_2018_q17,6.5(F),2018,17
220,1,yes,g6_elar_6.8D_2018_q15,6.8(D),2018,15
221,1,yes,g6_elar_6.6D_2018_q18,6.6(D),2018,18
222,0,no,,,,
223,0,no,,,,
224,1,yes,g6_elar_6.5E_2018_q25,6.5(E),2018,25
225,1,yes,g6_elar_6.5E_2018_q26,6.5(E),2018,26
226,1,yes,g6_elar_6.5E_2018_q27,6.5(E),2018,27
227,1,yes,g6_elar_6.5E_2018_q28,6.5(E),2018,28
228,0,no,,,,
229,1,yes,g6_elar_6.2C_2018_q19,6.2(C),2018,19
230,1,yes,g6_elar_6.5F_2018_q21,6.5(F),2018,21
231,1,yes,g6_elar_6.5F_2018_q23,6.5(F),2018,23
232,1,yes,g6_elar_6.8D_2018_q22,6.8(D),2018,22
233,1,yes,g6_elar_6.8D_2018_q24,6.8(D),2018,24
234,1,yes,g6_elar_6.8D_2018_q20,6.8(D),2018,20
235,0,no,,,,
236,1,yes,g6_elar_6.5H_2017_q4,6.5(H),2017,4
237,1,yes,g6_elar_6.5H_2017_q5,6.5(H),2017,5
238,1,yes,g6_elar_6.8D_2017_q1,6.8(D),2017,1
239,1,yes,g6_elar_6.8D_2017_q2,6.8(D),2017,2
240,1,yes,g6_elar_6.9C_2017_q3,6.9(C),2017,3
241,0,no,,,,
242,1,yes,g6_elar_6.2A_2017_q26,6.2(A),2017,26
243,1,yes,g6_elar_6.2B_2017_q28,6.2(B),2017,28
244,1,yes,g6_elar_6.5F_2017_q25,6.5(F),2017,25
245,1,yes,g6_elar_6.8D_2017_q24,6.8(D),2017,24
246,1,yes,g6_elar_6.6D_2017_q29,6.6(D),2017,29
247,0,no,,,,
248,1,yes,g6_elar_6.5H_2017_q40,6.5(H),2017,40
249,1,yes,g6_elar_6.5F_2017_q35,6.5(F),2017,35
250,1,yes,g6_elar_6.5F_2017_q36,6.5(F),2017,36
251,1,yes,g6_elar_6.5F_2017_q38,6.5(F),2017,38
252,1,yes,g6_elar_6.8D_2017_q37,6.8(D),2017,37
253,1,yes,g6_elar_6.8D_2017_q39,6.8(D),2017,39
254,0,no,,,,
255,1,yes,g6_elar_6.2B_2016_q14,6.2(B),2016,14
256,1,yes,g6_elar_6.5H_2016_q11,6.5(H),2016,11
257,1,yes,g6_elar_6.5F_2016_q9,6.5(F),2016,9
258,1,yes,g6_elar_6.5F_2016_q16,6.5(F),2016,16
259,1,yes,g6_elar_6.5F_2016_q17,6.5(F),2016,17
260,1,yes,g6_elar_6.8D_2016_q10,6.8(D),2016,10
261,1,yes,g6_elar_6.8D_2016_q12,6.8(D),2016,12
262,1,yes,g6_elar_6.8D_2016_q13,6.8(D),2016,13
263,1,yes,g6_elar_6.8D_2016_q15,6.8(D),2016,15
264,0,no,,,,
265,1,yes,g6_elar_6.2B_2016_q22,6.2(B),2016,22
266,1,yes,g6_elar_6.2C_2016_q19,6.2(C),2016,19
267,1,yes,g6_elar_6.5F_2016_q18,6.5(F),2016,18
268,1,yes,g6_elar_6.5F_2016_q20,6.5(F),2016,20
269,1,yes,g6_elar_6.5F_2016_q21,6.5(F),2016,21
270,1,yes,g6_elar_6.8D_2016_q23,6.8(D),2016,23
271,0,no,,,,
272,0,no,,,,
273,1,yes,g6_elar_6.5E_2016_q28,6.5(E),2016,28
274,1,yes,g6_elar_6.5E_2016_q29,6.5(E),2016,29
275,1,yes,g6_elar_6.5E_2016_q30,6.5(E),2016,30
276,1,yes,g6_elar_6.5E_2016_q31,6.5(E),2016,31
277,0,no,,,,
278,1,yes,g6_elar_6.2B_2015_q7,6.2(B),2015,7
279,1,yes,g6_elar_6.5H_2015_q9,6.5(H),2015,9
280,1,yes,g6_elar_6.5F_2015_q1,6.5(F),2015,1
281,1,yes,g6_elar_6.5F_2015_q2,6.5(F),2015,2
282,1,yes,g6_elar_6.5F_2015_q5,6.5(F),2015,5
283,1,yes,g6_elar_6.5F_2015_q10,6.5(F),2015,10
284,1,yes,g6_elar_6.5F_2015_q11,6.5(F),2015,11
285,1,yes,g6_elar_6.6D_2015_q3,6.6(D),2015,3
286,1,yes,g6_elar_6.8D_2015_q8,6.8(D),2015,8
287,1,yes,g6_elar_6.8D_2015_q6,6.8(D),2015,6
288,1,yes,g6_elar_6.9A_2015_q4,6.9(A),2015,4
289,0,no,,,,
290,1,yes,g6_elar_6.2B_2015_q21,6.2(B),2015,21
291,1,yes,g6_elar_6.5H_2015_q24,6.5(H),2015,24
292,1,yes,g6_elar_6.8D_2015_q22,6.8(D),2015,22
293,1,yes,g6_elar_6.8D_2015_q23,6.8(D),2015,23
294,0,no,,,,
295,0,no,,,,
296,1,yes,g6_elar_6.5E_2015_q31,6.5(E),2015,31
297,1,yes,g6_elar_6.5E_2015_q32,6.5(E),2015,32
298,1,yes,g6_elar_6.5E_2015_q33,6.5(E),2015,33
299,1,yes,g6_elar_6.5E_2015_q34,6.5(E),2015,34
300,0,no,,,,
301,1,yes,g6_elar_6.2B_2015_q26,6.2(B),2015,26
302,1,yes,g6_elar_6.5H_2015_q25,6.5(H),2015,25
303,1,yes,g6_elar_6.5F_2015_q27,6.5(F),2015,27
304,1,yes,g6_elar_6.5F_2015_q28,6.5(F),2015,28
305,1,yes,g6_elar_6.5F_2015_q29,6.5(F),2015,29
306,1,yes,g6_elar_6.5F_2015_q30,6.5(F),2015,30
307,0,no,,,,
308,1,yes,g6_elar_6.2B_2014_q11,6.2(B),2014,11
309,1,yes,g6_elar_6.5H_2014_q17,6.5(H),2014,17
310,1,yes,g6_elar_6.5F_2014_q13,6.5(F),2014,13
311,1,yes,g6_elar_6.5F_2014_q14,6.5(F),2014,14
312,1,yes,g6_elar_6.5F_2014_q16,6.5(F),2014,16
313,1,yes,g6_elar_6.8D_2014_q12,6.8(D),2014,12
314,1,yes,g6_elar_6.8D_2014_q18,6.8(D),2014,18
315,1,yes,g6_elar_6.8D_2014_q15,6.8(D),2014,15
316,0,no,,,,
317,0,no,,,,
318,1,yes,g6_elar_6.5E_2014_q30,6.5(E),2014,30
319,1,yes,g6_elar_6.5E_2014_q31,6.5(E),2014,31
320,1,yes,g6_elar_6.5E_2014_q32,6.5(E),2014,32
321,1,yes,g6_elar_6.5E_2014_q33,6.5(E),2014,33
322,0,no,,,,
323,1,yes,g6_elar_6.2A_2014_q29,6.2(A),2014,29
324,1,yes,g6_elar_6.2C_2014_q24,6.2(C),2014,24
325,1,yes,g6_elar_6.5H_2014_q27,6.5(H),2014,27
326,1,yes,g6_elar_6.8D_2014_q25,6.8(D),2014,25
327,1,yes,g6_elar_6.8D_2014_q28,6.8(D),2014,28
328,1,yes,g6_elar_6.8D_2014_q26,6.8(D),2014,26
329,0,no,,,,
330,1,yes,g6_elar_6.2B_2013_q4,6.2(B),2013,4
331,1,yes,g6_elar_6.5F_2013_q1,6.5(F),2013,1
332,1,yes,g6_elar_6.5F_2013_q3,6.5(F),2013,3
333,1,yes,g6_elar_6.5F_2013_q6,6.5(F),2013,6
334,1,yes,g6_elar_6.8D_2013_q2,6.8(D),2013,2
335,1,yes,g6_elar_6.9A_2013_q7,6.9(A),2013,7
336,0,no,,,,
337,1,yes,g6_elar_6.2A_2013_q23,6.2(A),2013,23
338,1,yes,g6_elar_6.2B_2013_q19,6.2(B),2013,19
339,1,yes,g6_elar_6.5F_2013_q21,6.5(F),2013,21
340,1,yes,g6_elar_6.6D_2013_q20,6.6(D),2013,20
341,1,yes,g6_elar_6.8D_2013_q22,6.8(D),2013,22
342,1,yes,g6_elar_6.8D_2013_q24,6.8(D),2013,24
343,1,yes,g6_elar_6.8D_2013_q18,6.8(D),2013,18
344,0,no,,,,
345,1,yes,g6_elar_6.2A_2013_q44,6.2(A),2013,44
346,1,yes,g6_elar_6.5H_2013_q45,6.5(H),2013,45
347,1,yes,g6_elar_6.5F_2013_q41,6.5(F),2013,41
348,1,yes,g6_elar_6.5F_2013_q48,6.5(F),2013,48
349,1,yes,g6_elar_6.8D_2013_q43,6.8(D),2013,43
350,1,yes,g6_elar_6.6D_2013_q47,6.6(D),2013,47
351,1,yes,g6_elar_6.8D_2013_q42,6.8(D),2013,42
352,0,no,,,,
353,2,yes,g6_elar_6.5E_2024_q23; g6_elar_6.5E_2024_q24,6.5(E); 6.5(E),2024; 2024,23; 24
354,1,yes,g6_elar_6.5E_2024_q25,6.5(E),2024,25
355,1,yes,g6_elar_6.5E_2024_q26,6.5(E),2024,26
356,1,yes,g6_elar_6.6B_2024_q27,6.6(B),2024,27
357,0,no,,,,
358,2,yes,g6_elar_6.2B_2024_q21; g6_elar_6.7B_2024_q20,6.2(B); 6.7(B),2024; 2024,21; 20
359,1,yes,g6_elar_6.8B_2024_q22,6.8(B),2024,22
360,0,no,,,,
361,2,yes,g6_elar_6.7C_2023_q13; g6_elar_6.8B_2023_q12,6.7(C); 6.8(B),2023; 2023,13; 12
362,1,yes,g6_elar_6.9E_2023_q14,6.9(E),2023,14
363,0,no,,,,
364,0,no,,,,
365,1,yes,g6_elar_6.5E_2023_q15,6.5(E),2023,15
366,2,yes,g6_elar_6.5E_2023_q16; g6_elar_6.5E_2023_q17,6.5(E); 6.5(E),2023; 2023,16; 17
367,1,yes,g6_elar_6.5E_2023_q18,6.5(E),2023,18
368,0,no,,,,
369,2,yes,g6_elar_6.2B_2022_q31; g6_elar_6.5F_2022_q30,6.2(B); 6.5(F),2022; 2022,31; 30
370,2,yes,g6_elar_6.7A_2022_q33; g6_elar_6.7C_2022_q29,6.7(A); 6.7(C),2022; 2022,33; 29
371,1,yes,g6_elar_6.9D_2022_q32,6.9(D),2022,32
372,0,no,,,,
373,2,yes,g6_elar_6.5F_2021_q36; g6_elar_6.5F_2021_q37,6.5(F); 6.5(F),2021; 2021,36; 37
374,2,yes,g6_elar_6.5F_2021_q40; g6_elar_6.7A_2021_q35,6.5(F); 6.7(A),2021; 2021,40; 35
375,2,yes,g6_elar_6.9D_2021_q38; g6_elar_6.9D_2021_q39,6.9(D); 6.9(D),2021; 2021,38; 39
376,0,no,,,,
377,1,yes,g6_elar_6.2A_2019_q31,6.2(A),2019,31
378,1,yes,g6_elar_6.5F_2019_q29,6.5(F),2019,29
379,1,yes,g6_elar_6.5F_2019_q30,6.5(F),2019,30
380,1,yes,g6_elar_6.5F_2019_q32,6.5(F),2019,32
381,1,yes,g6_elar_6.5F_2019_q33,6.5(F),2019,33
382,1,yes,g6_elar_6.5F_2019_q34,6.5(F),2019,34
383,0,no,,,,
384,1,yes,g6_elar_6.5F_2018_q7,6.5(F),2018,7
385,1,yes,g6_elar_6.5F_2018_q8,6.5(F),2018,8
386,1,yes,g6_elar_6.5F_2018_q10,6.5(F),2018,10
387,1,yes,g6_elar_6.5F_2018_q11,6.5(F),2018,11
388,1,yes,g6_elar_6.5F_2018_q12,6.5(F),2018,12
389,1,yes,g6_elar_6.5F_2018_q13,6.5(F),2018,13
390,1,yes,g6_elar_6.9D_2018_q9,6.9(D),2018,9
391,0,no,,,,
392,1,yes,g6_elar_6.5F_2017_q30,6.5(F),2017,30
393,1,yes,g6_elar_6.5F_2017_q31,6.5(F),2017,31
394,1,yes,g6_elar_6.5F_2017_q32,6.5(F),2017,32
395,1,yes,g6_elar_6.5F_2017_q33,6.5(F),2017,33
396,1,yes,g6_elar_6.9D_2017_q34,6.9(D),2017,34
397,1,yes,g6_elar_6.5E_2016_q28,6.5(E),2016,28
398,1,yes,g6_elar_6.5E_2016_q29,6.5(E),2016,29
399,1,yes,g6_elar_6.5E_2016_q30,6.5(E),2016,30
400,1,yes,g6_elar_6.5E_2016_q31,6.5(E),2016,31
401,0,no,,,,
402,1,yes,g6_elar_6.5F_2016_q25,6.5(F),2016,25
403,1,yes,g6_elar_6.5F_2016_q26,6.5(F),2016,26
404,1,yes,g6_elar_6.9D_2016_q24,6.9(D),2016,24
405,1,yes,g6_elar_6.9D_2016_q27,6.9(D),2016,27
406,0,no,,,,
407,1,yes,g6_elar_6.2B_2015_q38,6.2(B),2015,38
408,1,yes,g6_elar_6.5F_2015_q35,6.5(F),2015,35
409,1,yes,g6_elar_6.5F_2015_q37,6.5(F),2015,37
410,1,yes,g6_elar_6.5F_2015_q39,6.5(F),2015,39
411,1,yes,g6_elar_6.9D_2015_q36,6.9(D),2015,36
412,1,yes,g6_elar_6.9D_2015_q40,6.9(D),2015,40
413,0,no,,,,
414,1,yes,g6_elar_6.5F_2014_q19,6.5(F),2014,19
415,1,yes,g6_elar_6.5F_2014_q20,6.5(F),2014,20
